gameid,league,split,playoffs,game,patch,blue_team,red_team,blue_ban1,blue_ban2,blue_ban3,blue_ban4,blue_ban5,red_ban1,red_ban2,red_ban3,red_ban4,red_ban5,blue_pick1,blue_pick2,blue_pick3,blue_pick4,blue_pick5,red_pick1,red_pick2,red_pick3,red_pick4,red_pick5,blue_win
ESPORTSTMNT02/1271051,LCS.A,Spring,0,1,10.01,FlyQuest Academy,Immortals Academy,Ornn,Mordekaiser,Lee Sin,LeBlanc,Urgot,Rumble,Akali,Lucian,Qiyana,Renekton,Aatrox,Elise,Azir,Miss Fortune,Blitzcrank,Pantheon,Jarvan IV,Viktor,Senna,Tahm Kench,1
ESPORTSTMNT02/1271058,LCS.A,Spring,0,1,10.01,Evil Geniuses Academy,100 Thieves Academy,LeBlanc,Azir,Renekton,Irelia,Leona,Akali,Rumble,Senna,Varus,Thresh,Lucian,Lee Sin,Mordekaiser,Xayah,Rakan,Aatrox,Elise,Pantheon,Aphelios,Braum,0
ESPORTSTMNT02/1271075,LCS.A,Spring,0,1,10.01,Team Liquid Academy,TSM Academy,Qiyana,LeBlanc,Elise,Ryze,Ornn,Akali,Rumble,Lucian,Rakan,Orianna,Kennen,Jarvan IV,Zoe,Aphelios,Nautilus,Aatrox,Lee Sin,Cassiopeia,Senna,Braum,0
ESPORTSTMNT02/1271091,LCS,Spring,0,1,10.01,Evil Geniuses,100 Thieves,Gangplank,Rumble,Lucian,Elise,Gragas,Akali,Aphelios,Qiyana,Jarvan IV,Zoe,Mordekaiser,Lee Sin,LeBlanc,Senna,Tahm Kench,Aatrox,Olaf,Ryze,Xayah,Rakan,1
ESPORTSTMNT02/1271104,LCS,Spring,0,1,10.01,Team Liquid,Team SoloMid,Lucian,Qiyana,Aphelios,Irelia,LeBlanc,Rumble,Akali,Senna,Vladimir,Aatrox,Ornn,Jarvan IV,Orianna,Xayah,Rakan,Gangplank,Elise,Zilean,Miss Fortune,Leona,1
ESPORTSTMNT02/1271177,LFL,Spring,0,1,10.01,Vitality.Bee,IZI Dream,Mordekaiser,Jarvan IV,Miss Fortune,Renekton,LeBlanc,Akali,Lucian,Rumble,Ryze,Gragas,Aatrox,Qiyana,Zoe,Senna,Tahm Kench,Cassiopeia,Elise,Tristana,Aphelios,Thresh,1
ESPORTSTMNT02/1271201,LFL,Spring,0,1,10.01,LDLC OL,GameWard,Rumble,Cassiopeia,Qiyana,Orianna,Leona,Akali,Elise,Lucian,LeBlanc,Zoe,Sett,Lee Sin,Ryze,Aphelios,Braum,Mordekaiser,Jarvan IV,Veigar,Miss Fortune,Thresh,1
ESPORTSTMNT02/1271219,LFL,Spring,0,1,10.01,Team MCES,Solary,Yasuo,Irelia,Akali,Zoe,LeBlanc,Jarvan IV,Qiyana,Pantheon,Braum,Miss Fortune,Sett,Olaf,Cassiopeia,Lucian,Nautilus,Ornn,Gragas,Viktor,Senna,Alistar,0
ESPORTSTMNT02/1261207,LFL,Spring,0,1,10.01,GamersOrigin,Misfits Premier,Qiyana,Yasuo,Lucian,Fiora,Jax,Rumble,Akali,Aphelios,Gangplank,Ornn,Camille,Taliyah,Pantheon,Senna,Galio,Vladimir,Lee Sin,Nautilus,Miss Fortune,Braum,0
ESPORTSTMNT02/1261226,LFL,Spring,0,1,10.01,IZI Dream,Team MCES,Qiyana,Gragas,Elise,Gnar,Thresh,Cassiopeia,Senna,Akali,Ryze,Tristana,Rumble,Jarvan IV,Annie,Lucian,Alistar,Sett,Lee Sin,LeBlanc,Miss Fortune,Leona,0
ESPORTSTMNT02/1261237,LFL,Spring,0,1,10.01,Vitality.Bee,Misfits Premier,Irelia,Qiyana,Rumble,Vladimir,Lucian,Akali,Cassiopeia,Sett,Ornn,Gangplank,Aatrox,Jarvan IV,Orianna,Senna,Braum,Fiora,Lee Sin,LeBlanc,Miss Fortune,Nautilus,1
ESPORTSTMNT02/1261243,LFL,Spring,0,1,10.01,Solary,GameWard,Lee Sin,Mordekaiser,Cassiopeia,Jarvan IV,Miss Fortune,Akali,Sett,Yasuo,Azir,Viktor,Sion,Gragas,Orianna,Senna,Bard,Vladimir,Olaf,Rumble,Lucian,Braum,0
ESPORTSTMNT02/1271289,LFL,Spring,0,1,10.01,LDLC OL,GamersOrigin,Rumble,Qiyana,Lucian,Tahm Kench,Mordekaiser,Sett,Aphelios,Akali,Vladimir,Braum,Ornn,Lee Sin,LeBlanc,Miss Fortune,Nautilus,Gangplank,Jarvan IV,Ryze,Senna,Leona,1
ESPORTSTMNT01/1300935,OPL,Split 1,0,1,10.02,Avant Gaming,Legacy Esports,Syndra,Jarvan IV,Lucian,LeBlanc,Ryze,Akali,Rumble,Sett,Senna,Cassiopeia,Mordekaiser,Olaf,Zoe,Aphelios,Braum,Aatrox,Lee Sin,Orianna,Miss Fortune,Rakan,0
ESPORTSTMNT01/1300941,OPL,Split 1,0,1,10.02,Gravitas,ORDER,Pantheon,Leona,Rumble,Yasuo,Renekton,Jarvan IV,Lucian,Akali,Nautilus,Rakan,Ornn,Olaf,Qiyana,Miss Fortune,Zyra,Mordekaiser,Lee Sin,LeBlanc,Aphelios,Braum,0
ESPORTSTMNT01/1300956,OPL,Split 1,0,1,10.02,Pentanet.GG,Chiefs Esports Club,Lucian,Mordekaiser,Qiyana,Braum,Camille,Akali,Rumble,Sett,Renekton,Pantheon,Aatrox,Gragas,Ornn,Miss Fortune,Leona,Diana,Lee Sin,Yasuo,Aphelios,Nautilus,0
ESPORTSTMNT01/1300964,OPL,Split 1,0,1,10.02,MAMMOTH,Dire Wolves,Rumble,Mordekaiser,Lucian,Gangplank,Leona,Sett,Aphelios,Akali,Yasuo,Irelia,Poppy,Gragas,LeBlanc,Senna,Braum,Fiora,Jarvan IV,Syndra,Miss Fortune,Bard,0
ESPORTSTMNT02/1271443,VCS,Spring,0,1,10.01,Team Flash,EVOS Esports,Senna,Morgana,Rek'Sai,Cassiopeia,Orianna,Lucian,Gragas,Akali,Lee Sin,Taliyah,Renekton,Sejuani,Irelia,Kai'Sa,Leona,Mordekaiser,Jarvan IV,Ryze,Miss Fortune,Braum,0
ESPORTSTMNT02/1271446,VCS,Spring,0,2,10.01,EVOS Esports,Team Flash,Lucian,Gragas,Lee Sin,Rakan,Leona,Senna,Miss Fortune,Rek'Sai,Nidalee,Cassiopeia,Akali,Kindred,Orianna,Varus,Tahm Kench,Jayce,Jarvan IV,Ryze,Xayah,Blitzcrank,0
ESPORTSTMNT02/1271447,VCS,Spring,0,3,10.01,Team Flash,EVOS Esports,Senna,Miss Fortune,Rek'Sai,Morgana,Leona,Lucian,Akali,Gragas,Caitlyn,Varus,Fiora,Lee Sin,Ryze,Kai'Sa,Nautilus,Vladimir,Jarvan IV,Cassiopeia,Xayah,Rakan,0
ESPORTSTMNT02/1271458,VCS,Spring,0,1,10.01,GAM Esports,CERBERUS Esports,Rek'Sai,Renekton,Elise,Rumble,Zoe,Akali,Lee Sin,Gragas,Leona,Braum,Sett,Qiyana,Cassiopeia,Aphelios,Nautilus,Mordekaiser,Jarvan IV,Orianna,Senna,Tahm Kench,1
ESPORTSTMNT02/1271463,VCS,Spring,0,2,10.01,CERBERUS Esports,GAM Esports,Lee Sin,Gragas,Akali,Nidalee,Taliyah,Rek'Sai,Elise,Zoe,Qiyana,Rumble,Sett,Jarvan IV,Cassiopeia,Senna,Tahm Kench,Renekton,Shyvana,Tristana,Varus,Braum,0
ESPORTSTMNT04/1120126,LEC,Spring,0,1,10.02,Origen,Rogue,Qiyana,Aphelios,Xayah,Elise,Jarvan IV,Akali,Senna,Gangplank,Yasuo,Lucian,Aatrox,Gragas,Tristana,Syndra,Nautilus,Sett,Olaf,Azir,Miss Fortune,Leona,1
ESPORTSTMNT04/1120145,LEC,Spring,0,1,10.02,SK Gaming,Misfits Gaming,Lucian,Syndra,Rumble,Cassiopeia,LeBlanc,Akali,Aphelios,Pantheon,Leona,Diana,Ornn,Jarvan IV,Zoe,Miss Fortune,Rakan,Sett,Gragas,Qiyana,Xayah,Braum,0
ESPORTSTMNT04/1120150,LEC,Spring,0,1,10.02,Team Vitality,G2 Esports,Jarvan IV,Syndra,Qiyana,Gangplank,Irelia,Akali,Sett,Pantheon,Cassiopeia,Aatrox,Ornn,Gragas,Yasuo,Senna,Braum,Soraka,Elise,Lucian,Aphelios,Thresh,0
ESPORTSTMNT04/1120155,LEC,Spring,0,1,10.02,Excel Esports,MAD Lions,Mordekaiser,Senna,Jarvan IV,Lucian,Aatrox,Akali,Sett,Syndra,Yasuo,LeBlanc,Gangplank,Gragas,Pantheon,Xayah,Rakan,Ornn,Elise,Ryze,Aphelios,Nautilus,1
ESPORTSTMNT04/1120173,LEC,Spring,0,1,10.02,FC Schalke 04 Esports,Fnatic,Rakan,Aphelios,Pantheon,Leona,Diana,Akali,Rumble,Syndra,Kennen,Karma,Aatrox,Jarvan IV,LeBlanc,Senna,Braum,Sett,Gragas,Cassiopeia,Miss Fortune,Thresh,0
ESPORTSTMNT01/1291177,LCS.A,Spring,0,1,10.02,CLG Academy,100 Thieves Academy,Soraka,Pantheon,Elise,LeBlanc,Syndra,Akali,Sett,Rumble,Mordekaiser,Ryze,Vladimir,Jarvan IV,Lucian,Miss Fortune,Braum,Ornn,Lee Sin,Orianna,Aphelios,Lulu,0
ESPORTSTMNT01/1291178,LCS.A,Spring,0,1,10.02,Cloud9 Academy,FlyQuest Academy,Elise,Soraka,Lucian,Gragas,Azir,Akali,Rumble,Sett,Rek'Sai,Olaf,Ornn,Xin Zhao,Syndra,Aphelios,Nautilus,Mordekaiser,Lee Sin,LeBlanc,Miss Fortune,Thresh,1
ESPORTSTMNT01/1301108,LCS.A,Spring,0,1,10.02,Dignitas Academy,Team Liquid Academy,Jarvan IV,Syndra,Aphelios,Miss Fortune,LeBlanc,Akali,Elise,Lucian,Gragas,Rek'Sai,Sett,Olaf,Rumble,Senna,Tahm Kench,Kennen,Lee Sin,Viktor,Varus,Nautilus,1
ESPORTSTMNT01/1291187,LCS.A,Spring,0,1,10.02,Immortals Academy,Golden Guardians Academy,Olaf,Rumble,Ornn,Leona,Mordekaiser,Akali,Lucian,Elise,Thresh,Nautilus,Pantheon,Lee Sin,Syndra,Xayah,Rakan,Sett,Jarvan IV,Orianna,Soraka,Senna,1
ESPORTSTMNT01/1291192,LCS.A,Spring,0,1,10.02,Evil Geniuses Academy,TSM Academy,Mordekaiser,Lucian,Sett,LeBlanc,Cassiopeia,Rumble,Akali,Syndra,Jarvan IV,Gragas,Ornn,Elise,Pantheon,Senna,Tahm Kench,Aatrox,Lee Sin,Orianna,Aphelios,Braum,1
ESPORTSTMNT01/1301128,OPL,Split 1,0,1,10.02,ORDER,Legacy Esports,Jarvan IV,Lucian,Akali,Miss Fortune,Varus,Yasuo,Rumble,Syndra,Rek'Sai,Elise,Aatrox,Olaf,Orianna,Xayah,Rakan,Ornn,Lee Sin,LeBlanc,Senna,Nautilus,0
ESPORTSTMNT01/1301159,OPL,Split 1,0,1,10.02,Gravitas,MAMMOTH,Pantheon,Leona,Fiora,Lee Sin,Olaf,Akali,Rumble,Lucian,Ornn,Cassiopeia,Mordekaiser,Ekko,Renekton,Senna,Braum,Camille,Elise,Sett,Aphelios,Nautilus,1
ESPORTSTMNT01/1301169,OPL,Split 1,0,1,10.02,Dire Wolves,Pentanet.GG,Karthus,Ornn,Rumble,Braum,LeBlanc,Olaf,Cassiopeia,Sett,Syndra,Camille,Aatrox,Lee Sin,Akali,Miss Fortune,Nautilus,Mordekaiser,Rek'Sai,Veigar,Aphelios,Leona,0
ESPORTSTMNT01/1301183,OPL,Split 1,0,1,10.02,Chiefs Esports Club,Avant Gaming,Mordekaiser,Jarvan IV,Urgot,Ryze,Cassiopeia,Akali,Qiyana,Lucian,Braum,Tahm Kench,Sett,Elise,Rumble,Miss Fortune,Thresh,Ornn,Rek'Sai,Zilean,Aphelios,Leona,1
ESPORTSTMNT02/1271494,VCS,Spring,0,1,10.01,V Gaming Adonis,Saigon Buffalo,Sett,Irelia,Senna,LeBlanc,Aatrox,Akali,Yasuo,Gangplank,Vladimir,Ryze,Ornn,Lee Sin,Lucian,Aphelios,Braum,Mordekaiser,Rek'Sai,Orianna,Miss Fortune,Leona,1
ESPORTSTMNT04/1130153,TCL,Winter,0,1,10.02,Royal Youth,Papara SuperMassive,Olaf,Pantheon,Ryze,Miss Fortune,Lucian,Gangplank,Senna,Akali,Braum,LeBlanc,Ornn,Jarvan IV,Cassiopeia,Aphelios,Nautilus,Aatrox,Sejuani,Rumble,Varus,Leona,0
ESPORTSTMNT02/1271495,VCS,Spring,0,2,10.01,Saigon Buffalo,V Gaming Adonis,Yasuo,Lucian,Gangplank,Ornn,Ryze,Sett,Akali,Senna,Orianna,Irelia,Camille,Elise,Zoe,Aphelios,Leona,Aatrox,Rek'Sai,Cassiopeia,Miss Fortune,Braum,1
ESPORTSTMNT02/1271497,VCS,Spring,0,3,10.01,V Gaming Adonis,Saigon Buffalo,Sett,Irelia,Senna,LeBlanc,Mordekaiser,Lucian,Aphelios,Akali,Renekton,Ornn,Aatrox,Elise,Ryze,Xayah,Leona,Fiora,Lee Sin,Rumble,Miss Fortune,Nautilus,1
ESPORTSTMNT04/1130166,TCL,Winter,0,1,10.02,Dark Passage,İstanbul Wildcats,Elise,Nautilus,Jarvan IV,Gragas,Aatrox,Akali,Sett,LeBlanc,Irelia,Syndra,Gangplank,Rek'Sai,Zoe,Aphelios,Rakan,Mordekaiser,Sylas,Fiora,Miss Fortune,Braum,1
ESPORTSTMNT04/1130177,TCL,Winter,0,1,10.02,1907 Fenerbahçe Esports,5 Ronin,Rumble,Olaf,Xayah,Elise,Rek'Sai,Akali,Lucian,Senna,Aphelios,Nautilus,Sett,Gragas,Yasuo,Varus,Braum,Aatrox,Jarvan IV,Syndra,Miss Fortune,Thresh,1
ESPORTSTMNT02/1271500,VCS,Spring,0,1,10.01,Lowkey Esports.Vietnam,FTV Esports,Jarvan IV,Gragas,Sett,Cassiopeia,Miss Fortune,Senna,Akali,Lucian,Renekton,Mordekaiser,Aatrox,Olaf,Ryze,Aphelios,Braum,Camille,Elise,Irelia,Kai'Sa,Leona,1
ESPORTSTMNT02/1271505,VCS,Spring,0,2,10.01,FTV Esports,Lowkey Esports.Vietnam,Aphelios,Senna,Akali,Irelia,Aatrox,Jarvan IV,Sett,Gragas,Renekton,Ornn,Poppy,Elise,Gangplank,Lucian,Braum,Camille,Olaf,Orianna,Miss Fortune,Leona,0
ESPORTSTMNT04/1130182,TCL,Winter,0,1,10.02,Beşiktaş Esports,Galakticos,Irelia,Lucian,Akali,LeBlanc,Orianna,Yasuo,Sett,Syndra,Thresh,Braum,Hecarim,Lee Sin,Rumble,Aphelios,Maokai,Aatrox,Jarvan IV,Cassiopeia,Miss Fortune,Leona,0
ESPORTSTMNT04/1130193,LEC,Spring,0,1,10.02,Excel Esports,Misfits Gaming,Senna,Gragas,Syndra,Vladimir,Lissandra,Pantheon,Akali,Lucian,Rumble,Ornn,Sett,Jarvan IV,Morgana,Xayah,Rakan,Gangplank,Lee Sin,LeBlanc,Aphelios,Tahm Kench,0
ESPORTSTMNT01/1301262,CBLOL,Split 1,0,1,10.02,Redemption eSports Porto Alegre,FURIA Esports,Aatrox,Lucian,Akali,Zoe,Tahm Kench,Taliyah,Qiyana,Ornn,Jarvan IV,Olaf,Rumble,Lee Sin,Syndra,Aphelios,Braum,Renekton,Elise,Vladimir,Senna,Nautilus,0
ESPORTSTMNT04/1130196,LEC,Spring,0,1,10.02,FC Schalke 04 Esports,MAD Lions,Aphelios,Jarvan IV,Syndra,Thresh,Leona,Akali,Xayah,Sett,Pantheon,Renekton,Aatrox,Gragas,LeBlanc,Senna,Braum,Rumble,Elise,Qiyana,Miss Fortune,Rakan,0
ESPORTSTMNT01/1301270,CBLOL,Split 1,0,1,10.02,KaBuM! e-Sports,INTZ,Rek'Sai,LeBlanc,Lucian,Cassiopeia,Qiyana,Akali,Elise,Sett,Braum,Thresh,Renekton,Taliyah,Mordekaiser,Senna,Alistar,Ornn,Gragas,Tristana,Aphelios,Leona,0
ESPORTSTMNT04/1130201,LEC,Spring,0,1,10.02,Rogue,Team Vitality,Cassiopeia,Sett,Aphelios,Xayah,Miss Fortune,Olaf,Akali,Syndra,Mordekaiser,Diana,Ornn,Jarvan IV,Azir,Senna,Braum,Camille,Elise,Pantheon,Ezreal,Rakan,1
ESPORTSTMNT01/1301290,CBLOL,Split 1,0,1,10.02,Vivo Keyd,paiN Gaming,Thresh,Rumble,Lucian,Syndra,Orianna,Akali,Qiyana,Elise,Taliyah,Kindred,Sett,Poppy,LeBlanc,Varus,Braum,Renekton,Jarvan IV,Lissandra,Aphelios,Leona,1
ESPORTSTMNT04/1130210,LEC,Spring,0,1,10.02,SK Gaming,Fnatic,Sett,Syndra,Aphelios,Tahm Kench,Aatrox,Akali,Gragas,Rumble,Leona,Thresh,Gangplank,Taliyah,Pantheon,Miss Fortune,Braum,Rengar,Elise,Ornn,Senna,Nautilus,0
ESPORTSTMNT01/1301305,CBLOL,Split 1,0,1,10.02,Flamengo Esports,Prodigy Esports,Miss Fortune,Qiyana,Rumble,Braum,Tahm Kench,Lucian,Akali,Elise,LeBlanc,Gragas,Sett,Lee Sin,Ekko,Varus,Leona,Aatrox,Jarvan IV,Syndra,Aphelios,Pantheon,1
ESPORTSTMNT04/1130221,LEC,Spring,0,1,10.02,G2 Esports,Origen,Jarvan IV,Gragas,Qiyana,Lissandra,Ryze,Akali,Syndra,Elise,Morgana,Aatrox,Soraka,Lee Sin,LeBlanc,Senna,Thresh,Rumble,Rek'Sai,Sylas,Xayah,Rakan,1
ESPORTSTMNT01/1291406,LCS,Spring,0,1,10.02,Counter Logic Gaming,100 Thieves,Elise,Senna,Gangplank,Syndra,Gragas,Akali,Rumble,Tahm Kench,LeBlanc,Diana,Kayle,Rek'Sai,Lucian,Aphelios,Leona,Sett,Jarvan IV,Zoe,Xayah,Rakan,0
ESPORTSTMNT01/1291426,LCS,Spring,0,1,10.02,Dignitas,Team Liquid,Ornn,Tahm Kench,Sett,LeBlanc,Syndra,Rumble,Lucian,Akali,Elise,Gragas,Gangplank,Jarvan IV,Orianna,Aphelios,Thresh,Aatrox,Lee Sin,Ryze,Senna,Nautilus,1
ESPORTSTMNT01/1291442,LCS,Spring,0,1,10.02,Cloud9,Immortals,Soraka,Lucian,Sett,Renekton,Aphelios,Akali,Braum,Rumble,Ornn,Aatrox,Gangplank,Elise,Pantheon,Senna,Tahm Kench,Karma,Gragas,Yasuo,Cassiopeia,Thresh,1
ESPORTSTMNT01/1291458,LCS,Spring,0,1,10.02,Evil Geniuses,Golden Guardians,Elise,Gangplank,Rumble,Taliyah,Gragas,Akali,Lucian,Senna,Jarvan IV,LeBlanc,Aatrox,Rek'Sai,Orianna,Sona,Tahm Kench,Fiora,Lee Sin,Syndra,Aphelios,Nautilus,0
ESPORTSTMNT01/1291470,LCS.A,Spring,0,1,10.02,Cloud9 Academy,Immortals Academy,Elise,Soraka,Pantheon,Urgot,Ornn,Akali,Rumble,Lucian,Rek'Sai,Olaf,Sett,Gragas,Yasuo,Aphelios,Nautilus,Nocturne,Lee Sin,Kled,Syndra,Leona,0
ESPORTSTMNT02/1261474,VCS,Spring,0,1,10.01,Saigon Buffalo,Lowkey Esports.Vietnam,Lucian,Aphelios,Olaf,Ryze,Qiyana,Jarvan IV,Leona,Gragas,Elise,Ornn,Akali,Lee Sin,Cassiopeia,Varus,Braum,Sett,Rek'Sai,LeBlanc,Senna,Tahm Kench,1
ESPORTSTMNT04/1130229,TCL,Winter,0,1,10.02,5 Ronin,Dark Passage,Irelia,Senna,Sett,LeBlanc,Zoe,Akali,Rumble,Syndra,Xayah,Miss Fortune,Aatrox,Gragas,Lucian,Varus,Rakan,Mordekaiser,Rek'Sai,Qiyana,Aphelios,Thresh,0
ESPORTSTMNT02/1261475,VCS,Spring,0,2,10.01,Lowkey Esports.Vietnam,Saigon Buffalo,Jarvan IV,Cassiopeia,Olaf,Ryze,Ornn,Akali,Sett,Lucian,Jayce,Yasuo,Gangplank,Gragas,Viktor,Aphelios,Thresh,Renekton,Elise,Irelia,Senna,Braum,0
ESPORTSTMNT04/1130243,TCL,Winter,0,1,10.02,Royal Youth,İstanbul Wildcats,Elise,Rek'Sai,Gragas,Sejuani,Mordekaiser,Gangplank,Akali,Senna,Nautilus,Rakan,Sett,Jarvan IV,Rumble,Miss Fortune,Leona,Aatrox,Lee Sin,LeBlanc,Aphelios,Braum,1
ESPORTSTMNT02/1261482,VCS,Spring,0,1,10.01,FTV Esports,Team Flash,Renekton,Aphelios,Sett,Elise,Lee Sin,Lucian,Gragas,Leona,Cassiopeia,Rek'Sai,Akali,Kha'Zix,Aatrox,Senna,Tahm Kench,Fiora,Nidalee,Ryze,Xayah,Blitzcrank,0
ESPORTSTMNT04/1130253,TCL,Winter,0,1,10.02,1907 Fenerbahçe Esports,Galakticos,Jarvan IV,Gragas,Senna,LeBlanc,Cassiopeia,Sett,Akali,Syndra,Mordekaiser,Vladimir,Lucian,Qiyana,Ryze,Varus,Zilean,Ornn,Elise,Viktor,Miss Fortune,Braum,1
ESPORTSTMNT04/1130264,TCL,Winter,0,1,10.02,Papara SuperMassive,Team AURORA,Sylas,Aatrox,Elise,Viktor,Akali,Pantheon,Rumble,Senna,Vel'Koz,Zoe,Sett,Olaf,Nautilus,Miss Fortune,Leona,Mordekaiser,Jarvan IV,Ziggs,Varus,Thresh,0
ESPORTSTMNT02/1261488,VCS,Spring,0,2,10.01,Team Flash,FTV Esports,Gragas,Leona,Elise,Rek'Sai,Jarvan IV,Lucian,Akali,Aphelios,Renekton,Orianna,Jayce,Olaf,Ryze,Xayah,Blitzcrank,Ornn,Lee Sin,Cassiopeia,Senna,Tahm Kench,1
ESPORTSTMNT01/1291651,CBLOL,Split 1,0,1,10.02,Vivo Keyd,INTZ,Gragas,Lucian,Mordekaiser,Tristana,Ryze,Sett,Elise,Akali,Irelia,LeBlanc,Ornn,Jarvan IV,Ekko,Xayah,Rakan,Kayle,Skarner,Syndra,Senna,Braum,1
ESPORTSTMNT01/1291682,CBLOL,Split 1,0,1,10.02,paiN Gaming,Redemption eSports Porto Alegre,Yasuo,Taliyah,Sett,Mordekaiser,Rek'Sai,Akali,Rumble,Lucian,Varus,Senna,Ornn,Gragas,Qiyana,Jhin,Alistar,Renekton,Shyvana,Irelia,Syndra,Leona,1
ESPORTSTMNT01/1291703,CBLOL,Split 1,0,1,10.02,FURIA Esports,Flamengo Esports,Elise,Varus,Lee Sin,Rek'Sai,Poppy,Akali,Qiyana,Sett,Miss Fortune,Ornn,Vladimir,Jarvan IV,Lucian,Senna,Nautilus,Aatrox,Gragas,Rumble,Aphelios,Leona,1
ESPORTSTMNT01/1291737,CBLOL,Split 1,0,1,10.02,Prodigy Esports,KaBuM! e-Sports,Elise,Lucian,Leona,Taliyah,Braum,Akali,Qiyana,Senna,Miss Fortune,Xayah,Sett,Lee Sin,Rumble,Jhin,Nautilus,Renekton,Sejuani,Ekko,Aphelios,Thresh,1
ESPORTSTMNT01/1291748,LCS,Spring,0,1,10.02,Team Liquid,FlyQuest,Qiyana,Blitzcrank,Rumble,Thresh,Aatrox,Akali,Sett,Tahm Kench,LeBlanc,Ekko,Ornn,Jarvan IV,Zoe,Aphelios,Braum,Mordekaiser,Lee Sin,Syndra,Senna,Rakan,1
ESPORTSTMNT01/1291789,LCS,Spring,0,1,10.02,Evil Geniuses,Team SoloMid,Elise,Gangplank,Rumble,Zilean,Qiyana,Akali,Tahm Kench,Jarvan IV,Syndra,Lee Sin,Aatrox,Kindred,LeBlanc,Aphelios,Thresh,Sett,Gragas,Zoe,Xayah,Rakan,0
ESPORTSTMNT01/1291812,LCS,Spring,0,1,10.02,100 Thieves,Cloud9,Elise,Tahm Kench,Rumble,Syndra,Zoe,Akali,Sett,Lucian,Xayah,Aphelios,Aatrox,Jarvan IV,LeBlanc,Miss Fortune,Leona,Camille,Lee Sin,Morgana,Senna,Nautilus,0
ESPORTSTMNT01/1291835,LCS,Spring,0,1,10.02,Immortals,Golden Guardians,Irelia,Elise,Kayle,Fiora,Camille,Akali,Lucian,Rumble,Zoe,Jarvan IV,Sett,Rek'Sai,Syndra,Xayah,Rakan,Soraka,Lee Sin,LeBlanc,Senna,Tahm Kench,1
ESPORTSTMNT01/1291845,LCS.A,Spring,0,1,10.02,100 Thieves Academy,Team Liquid Academy,Jarvan IV,Rumble,Tahm Kench,Ryze,Ornn,Lucian,Elise,Senna,Olaf,Aatrox,Mordekaiser,Rek'Sai,Akali,Xayah,Rakan,Sett,Lee Sin,Sylas,Aphelios,Thresh,1
ESPORTSTMNT04/1130294,TRA,,0,1,10.02,Dark Passage Academy,İstanbul Wildcats Academy,Elise,Nautilus,Jarvan IV,Sett,Mordekaiser,Karthus,Camille,Akali,Fiora,Zoe,Aatrox,Gragas,Yasuo,Aphelios,Leona,Irelia,Rek'Sai,Syndra,Senna,Braum,0
ESPORTSTMNT04/1130299,TRA,,0,1,10.02,1907 Fenerbahçe Academy,5 Ronin Academy,Olaf,Syndra,Lucian,LeBlanc,Cassiopeia,Akali,Lee Sin,Qiyana,Miss Fortune,Aphelios,Irelia,Jarvan IV,Rumble,Senna,Leona,Gnar,Rek'Sai,Azir,Xayah,Rakan,1
ESPORTSTMNT04/1130306,TRA,,0,1,10.02,Beşiktaş Academy,Galakticos Academy,Rumble,Lucian,Elise,Gangplank,Ornn,Sett,Akali,Yasuo,Aphelios,Senna,Renekton,Jarvan IV,Irelia,Cassiopeia,Thresh,Aatrox,Gragas,Syndra,Miss Fortune,Leona,1
ESPORTSTMNT01/1292296,LCS.A,Spring,0,1,10.02,FlyQuest Academy,Dignitas Academy,Elise,Tahm Kench,Syndra,Olaf,Gragas,Akali,Rumble,Sett,Azir,Qiyana,Ornn,Rek'Sai,Lissandra,Aphelios,Blitzcrank,Aatrox,Lee Sin,LeBlanc,Senna,Thresh,0
ESPORTSTMNT01/1292315,LCS.A,Spring,0,1,10.02,Golden Guardians Academy,Evil Geniuses Academy,Elise,Senna,Ornn,LeBlanc,Ekko,Akali,Rumble,Lucian,Rek'Sai,Braum,Aatrox,Lee Sin,Syndra,Aphelios,Thresh,Sett,Jarvan IV,Zoe,Miss Fortune,Nautilus,0
ESPORTSTMNT01/1292329,LCS.A,Spring,0,1,10.02,TSM Academy,CLG Academy,Elise,Senna,Sett,Gragas,Orianna,Akali,Rumble,Soraka,Leona,Braum,Gangplank,Jarvan IV,Syndra,Aphelios,Nautilus,Ornn,Trundle,LeBlanc,Xayah,Rakan,1
ESPORTSTMNT01/1292341,BRCC,,0,1,10.02,RED Canids,Havan Liberty Gaming,Elise,Rumble,Sett,Mordekaiser,Irelia,Akali,Aphelios,Thresh,Yasuo,Braum,Ornn,Gragas,Lucian,Xayah,Rakan,Aatrox,Olaf,Diana,Varus,Leona,0
ESPORTSTMNT01/1292345,LCS,Spring,0,1,10.02,FlyQuest,Dignitas,Lucian,Elise,Tahm Kench,Syndra,Orianna,Akali,Blitzcrank,Riven,Nautilus,Leona,Aatrox,Jarvan IV,Rumble,Senna,Alistar,Sett,Lee Sin,Ekko,Aphelios,Thresh,1
ESPORTSTMNT01/1292348,BRCC,,0,1,10.02,Santos e-Sports,Team oNe eSports,Rakan,Rumble,Sett,Leona,Nautilus,Akali,Olaf,Qiyana,Irelia,Camille,Fiora,Jarvan IV,Viktor,Miss Fortune,Braum,Aatrox,Gragas,LeBlanc,Xayah,Blitzcrank,1
